id_acao;ano_exercicio;cd_acao;nome
41203;2011;7047;BENEFICIOS PREVIDENCIARIOS-IPEM
41204;2008;7060;BENEFICIOS PREVIDENCIARIOS-UEMG
41205;2011;7060;BENEFICIOS PREVIDENCIARIOS-UEMG
41206;2009;7082;BENEFICIOS PREVIDENCIARIOS-IGA
41207;2010;7083;BENEFICIOS PREVIDENCIARIOS-RURALMINAS
41208;2009;7089;BENEFICIOS PREVIDENCIARIOS-FUNDACAO HELENA ANTIPOFF
41209;2010;7096;BENEFICIOS PREVIDENCIARIOS-FUNDACAO CLOVIS SALGADO
41210;2010;7104;BENEFICIOS PREVIDENCIARIOS-IEPHA
41211;2009;7225;BENEFICIOS PREVIDENCIARIOS-FHEMIG
41212;2012;7225;BENEFICIOS PREVIDENCIARIOS-FHEMIG
41213;2008;7484;BENEFICIOS PREVIDENCIARIOS-IGAM
41214;2010;7529;BENEFICIOS PREVIDENCIARIOS-JUCEMG
41215;2012;7529;BENEFICIOS PREVIDENCIARIOS-JUCEMG
41216;2008;7533;BENEFICIOS PREVIDENCIARIOS-DETEL
41217;2010;7533;BENEFICIOS PREVIDENCIARIOS-DETEL
41218;2010;7550;BENEFICIOS PREVIDENCIARIOS-ADEMG
41219;2011;7617;BENEFICIOS PREVIDENCIARIOS-LOTERIA
41220;2011;7722;BENEFICIOS PREVIDENCIARIOS-FJP
41221;2008;7840;BENEFICIOS PREVIDENCIARIOS-IPSM
41222;2012;7840;BENEFICIOS PREVIDENCIARIOS-IPSM
41223;2009;7922;BENEFICIOS PREVIDENCIARIOS-ITER
41224;2011;7939;BENEFICIOS PREVIDENCIARIOS-IDENE
41225;2010;7957;BENEFICIOS PREVIDENCIARIOS-SECRETARIA DE EDUCACAO
41226;2009;7959;BENEFICIOS PREVIDENCIARIOS-SECRETARIA DE SAUDE
41227;2011;7959;BENEFICIOS PREVIDENCIARIOS-SECRETARIA DE SAUDE
41228;2012;7959;BENEFICIOS PREVIDENCIARIOS-SECRETARIA DE SAUDE
41229;2012;7962;BENEFICIOS PREVIDENCIARIOS DAS DEMAIS UNIDADES DA ADMINISTRACAO DIRETA DO PODER EXECUTIVO
41230;2011;4261;CONSTITUICAO DE FUNDO GARANTIDOR PARA PAGAMENTO DE BENEFICIOS
41231;2008;4446;PROVENTOS DE APOSENTADORIA E PENSAO - CONVENIOS
41232;2012;4703;ASSISTENCIA AO PECULIO DOS SERVIDORES DO ESTADO DE MINAS GERAIS
41233;2007;7208;PROVENTOS DE INATIVOS PARLAMENTARES, OUTROS CIVIS E PENSIONISTAS
41234;2004;4841;PECULIO, AUXILIO-FUNERAL, SAUDE E OUTRAS ASSISTENCIAS
41235;2008;2114;RESERVA TECNICA
41236;2000;4303;RESERVA DE BENEFICIOS
41237;2001;4250;ASSISTENCIA FARMACEUTICA
41238;2000;4866;ENCARGOS COM PENSIONISTAS
41239;2001;7053;PRECATORIOS JUDICIARIOS
41240;2001;7052;PROVENTOS DE INATIVOS CIVIS
41241;2000;7347;PROVENTOS DE INATIVOS PARLAMENTARES E DE OUTROS CIVIS E PENSIONISTAS
41454;1996;4198;ASSISTENCIA PREVIDENCIARIA E       SECURITARIA
41455;1999;4252;ASSISTENCIA PREVIDENCIARIA E       SECURITARIA
41456;1995;2352;PROVENTOS DE INATIVOS DO MAGISTERIO
41457;1997;2352;PROVENTOS DE INATIVOS DO MAGISTERIO
41458;2004;1025;APOIO AOS MUNICIPIOS EM OBRAS DE INFRA-ESTRUTURA
41459;2007;1507;APOIO AO DESENVOLVIMENTO MUNICIPAL.
41460;1999;6185;MANUTENCAO E ADEQUACAO DA INFRA-   ESTRUTURA ADMINIST. E OPERACIONAL
41461;2010;1302;CONSTRUCAO, REFORMAS E MELHORIAS EM UNIDADES HABITACIONAIS
41462;2006;1647;CONSTRUCAO OU MELHORIA DE UNIDADES HABITACIONAIS  NA ZONA RURAL
41463;2007;1647;CONSTRUCAO OU MELHORIA DE UNIDADES HABITACIONAIS  NA ZONA RURAL
41464;2010;1180;CONSTRUCAO, REFORMAS E MELHORIA EM UNIDADES HABITACIONAIS EM PARCERIA COM A UNIAO
41465;2012;4648;CONSTRUCAO DE HABITACAO DE INTERESSE SOCIAL
41466;2006;1644;CONSTRUCAO OU MELHORIA DE UNIDADES HABITACIONAIS  E PRODUCAO DE LOTES URBANIZADOS NA ZONA URBANA
41467;2012;4476;APOIO A ELABORACAO E IMPLEMENTACAO DE PLANOS DE HABITACAO
41468;2004;1697;HABITACOES POPULARES - PROHAB
41469;2004;1842;PROJETOS ESPECIAIS E EMERGENCIAIS
41470;2003;1304;PROGRAMA DE HABITACOES POPULARES - PROHAB
41471;2003;4149;URBANIZACAO, CONSTRUCAO E REFORMA DE UNIDADES HABITACIONAIS
41472;2008;7734;PROGRAMACAO A CARGO DA COMPANHIA DE HABITACAO DO ESTADO DE MINAS GERAIS - COHAB
41473;2011;4084;FINANCIAMENTO HABITACIONAL AOS SERVIDORES DA ASSEMBLEIA LEGISLATIVA
41474;2002;7432;PROGRAMACAO A CARGO DA COMPANHIA DE HABITACAO DO ESTADO DE MINAS GERAIS - COHAB
41475;2001;1011;PROJETOS HABITACIONAIS ESPECIAIS   E EMERGENCIAIS
41476;2001;1383;APOIO HABITACIONAL AOS SERVIDORES
41477;2004;1048;CONSTRUCAO DE FABRICAS DE BLOQUETES E BANHEIROS SANITARIOS
41478;2002;1086;SANEAMENTO BASICO
41479;2000;1194;APOIO FINANCEIRO PARA IMPLEMENTACAO DO PROGRAMA SOMMA
41480;2000;1607;GERENCIAMENTO DO PROG.DE DESENVOLV.SUSTENTAVEL P/BAC.CONTR.RES.FURNAS
41481;2010;1375;CONSTRUCAO DE RESERVATORIOS
41482;2006;1996;ESTUDO E IMPLANTACAO DE SERVICOS DE AGUA POTAVEL E SANEAMENTO
41483;2005;1439;SANEAMENTO BASICO - ABASTECIMENTO DE AGUA
41484;2008;4583;ABASTECIMENTO DE AGUA POR CAMINHAO PIPA
41485;2006;1970;POCOS PROFUNDOS - PERFURACAO, INSTALACAO E DISTRIBUICAO DE AGUA
41486;2007;4963;ABASTECIMENTO DE AGUA POR CAMINHOES-PIPA
41487;2010;4385;SUPORTE TECNICO PARA AS ATIVIDADES DE REGULACAO DA PRESTACAO DOS SERVICOS
41488;2001;8041;PERFURACAO DE POCOS
41489;2000;3022;SANEAMENTO AMBIENTAL BACIA ARRUDAS E ONCA DA RMBH - PROSAM
41490;2001;1044;SANEAMENTO AMBIENTAL EM BACIAS HIDROGRAFICAS - PROSAM
41491;2000;1487;CONTRIBUICAO A ENTIDADES E FUNDOS
41492;2001;2288;SERVICOS DE APOIO ADMINISTRATIVO    E FINANCEIRO
41493;2002;7053;PRECATORIOS JUDICIARIOS
41494;2009;2042;INOVACAO DA GESTAO ADMINISTRATIVA
41495;2005;4656;DESENVOLVIMENTO SUSTENTAVEL DE RECURSOS HIDRICOS PARA O SEMI-ARIDO MINEIRO - PROAGUA
41496;2011;1200;ESTRUTURACAO DO SISTEMA ESTADUAL DE INFORMACOES SOBRE RECURSOS HIDRICOS
41497;2011;4043;APOIO A GESTAO DE RECURSOS HIDRICOS - RECURSOS REEMBOLSAVEIS
41498;2012;4088;PROGRAMA NACIONAL DE DESENVOLVIMENTO DOS RECURSOS HIDRICOS - PRO-AGUA
41499;2012;4563;ACOMPANHAMENTO E IMPLEMENTACAO DE PLANOS DIRETORES DE RECURSOS HIDRICOS E ENQUADRAMENTO DOS CORPOS D
41500;2008;4065;DESENVOLVIMENTO DE TECNOLOGIAS PARA  FONTES ALTERNATIVAS DE ENERGIA E PRODUCAO MAIS LIMPA
41501;2000;4162;CONTROLE E MONITORAMENTO DE        RECURSOS HIDRICOS
41502;2000;1351;APOIO FINAN.PARA RACIONALIZACAO DO USO E MELHORIA DOS R.HIDRICOS EST.
41503;2009;4621;PRESERVACAO DE MANANCIAIS E CONTROLE DE AGUA
41504;2009;4622;FORTALECIMENTO DA GESTAO DE RESIDUOS SOLIDOS
41505;2009;4134;DESENVOLVIMENTO DA GESTAO ADMINISTRATIVA, AMBIENTAL, CONTABIL, FISCAL E DE RH PARA AS EMPRESAS DO AP
41506;2010;2075;PROJETO EXCELENCIA NA GESTAO
41507;2006;1151;RECUPERACAO DA INFRAESTRUTURA LABORATORIAL DO CETEC
41508;2010;4676;ATUALIZACAO DO MAPA GEOPOLITICO OFICIAL E MAPAS REGIONAIS
41509;2002;4652;ESTUDOS E PARECERES DE EVOLUCAO ADMINISTRATIVA E TERRITORIAL
41510;2010;4496;DESENVOLVIMENTO DE ATIVIDADES DE EDUCACAO, CAPACITACAO E PESQUISA APLICADA EM AGUAS
41511;2011;4496;DESENVOLVIMENTO DE ATIVIDADES DE EDUCACAO, CAPACITACAO E PESQUISA APLICADA EM AGUAS
41512;2007;2037;APERFEICOAMENTO DE RECURSOS HUMANOS
41513;2010;2018;DESENVOLVIMENTO E CAPACITACAO DO SERVIDOR
41514;2012;1226;ENSINO SUPERIOR - FAPEMIG
41515;2011;4460;FORMACAO DE PROFISSIONAIS ESPECIALIZADOS EM TECNOLOGIA AERONAUTICA
41516;2012;1304;CIDADE DAS AGUAS - SECTES
41517;2009;4699;INDUCAO DE PROGRAMAS E PROJETOS DE PESQUISA
41518;2010;4699;INDUCAO DE PROGRAMAS E PROJETOS DE PESQUISA
41519;2005;1808;PROJETO PROTEOMA
41520;2004;4064;CONCESSAO DE BOLSAS DE ESTUDO A INSTITUICOES ESTADUAIS QUE PROMOVEM O DESENVOLVIMENTO CIENTIFICO
41521;2007;4064;CONCESSAO DE BOLSAS DE ESTUDO A INSTITUICOES ESTADUAIS QUE PROMOVEM O DESENVOLVIMENTO CIENTIFICO
41522;2006;4066;CONCESSAO DE BOLSAS DE ESTUDO PARA INSTITUICOES FEDERAIS E PARTICULARES QUE PROMOVEM O DESENVOLVIMEN
41523;2001;4463;REALIZACAO DE ESTUDOS E PROMOCAO DE PROJETOS ESPECIAIS
41524;2001;4518;DIVULGACAO E DIFUSAO DE RESULTADOS DE PESQUISAS TECNOLOGICAS
41525;2001;4836;FOMENTO E APOIO A PROGRAMAS E      PROJETOS DE PESQUISA
41526;2000;4465;IMPLANTACAO E GESTAO DE            LABORATORIOS REGIONAIS
41527;2001;4465;IMPLANTACAO E GESTAO DE            LABORATORIOS REGIONAIS
41528;2012;4439;CERTIFICACAO DE PRODUTOS ACREDITADOS PELO INMETRO NA AREA VOLUNTARIA
41529;2008;4486;EXECUCAO DE SERVICOS METROLOGICOS
41530;2011;4488;EXECUCAO DE SERVICOS TECNICOS DE MEDICAO LABORATORIAL
41531;2005;1100;IMPLANTACAO DO SISTEMA ESTADUAL DE INFORMACOES METROLOGICAS E ATIVIDADE INDUSTRIAL - SISMETRO
41532;2007;1131;CREDENCIAMENTO DE LABORATORIO DE CALIBRACAO
41533;2004;1434;REFORMA E ADEQUACAO DO LABORATORIO DE CALIBRACAO
41534;2000;4068;PESQUISA E DESENVOLVIMENTO
41535;2001;4068;PESQUISA, DESENV. EXPERIMENTAL E   SERVICOS TECNOLOGICOS
41536;2001;4479;DESENVOLVIMENTO EM GEOMATICA
41537;2000;4653;SERVICOS GEOCARTOGRAFICOS
41538;2008;4112;INTERNACIONALIZACAO DOS APLS DE ELETROELETRONICOS, SOFTWARE E BIOTECNOLOGIA
41539;2001;6201;CAPACITACAO DE RECURSOS HUMANOS
41540;2009;4421;COORDENACAO DOS PROGRAMAS E PROJETOS DO SISTEMA SEAPA
41541;2008;4423;APOIO A INFRA-ESTRUTURA E A EVENTOS DO AGRONEGOCIO
41542;2010;4423;APOIO A INFRA-ESTRUTURA E A EVENTOS DO AGRONEGOCIO
41543;2005;4582;PLANEJAMENTO E COORDENACAO DO AGRONEGOCIO MINEIRO
41544;2006;4582;PLANEJAMENTO E COORDENACAO DO AGRONEGOCIO MINEIRO
41545;2005;1394;UNIDADES DO IMA EM AMPLIACAO E REFORMA
41546;2010;1137;DESENVOLVIMENTO E IMPLANTACAO DO SISTEMA INFORMATIZADO DO IMA
41547;2009;4549;INSPECAO DE PRODUTOS AGROINDUSTRIAIS
41548;2011;4549;INSPECAO DE PRODUTOS AGROINDUSTRIAIS
41549;2007;4532;INSPECAO DE PRODUTOS DE ORIGEM ANIMAL
41550;2007;1117;CRIACAO DE PEQUENOS ANIMAIS
41551;2007;4370;ACOMPANHAMENTO DAS QUESTOES FUNDIARIAS
41552;2008;1145;CERTIFICACAO DO CAFE - IMA
41553;2012;1047;CERTIFICACAO DO CAFE - EMATER
41554;2002;4460;CLASSIFICACAO E CERTIFICACAO DE QUALIDADE DE PRODUTOS AGROPECUARIOS
41555;2011;4450;APOIO A COMERCIALIZACAO DIRETA
41556;2001;4077;COORD. E AVALIACAO DE PROGRAMAS E  PROJETOS DE DESENV. DO MEIO RURAL
41557;2001;4435;ACOES DE DESENVOLVIMENTO DE        PROJETOS INTEGRADOS
41558;2000;4616;CONSTRUCAO DE INFRA-ESTRUTURA DE   APOIO A PRODUCAO ANIMAL
41559;2000;3203;COLETA E TRATAMENTO DOS RESIDUOS   SOLIDOS
41560;2001;3204;IMPLANTACAO DE SISTEMA DE          ADMINISTRACAO DE MERCADO
41561;2000;7411;PROG.A CARGO DA EMP.DE ASSISTENCIA TECNICA E EXTENSAO RURAL -EMATER
41562;2010;4127;MANUTENCAO DE ESTRADAS VICINAIS
41563;2006;1542;CAMINHOS DE MINAS
41564;2010;4426;GARANTIA DE RENDA MINIMA E SUBVENCAO DO SEGURO RURAL
41565;2011;4428;APOIO A COORDENACAO GERAL DO PROJETO JAIBA
41566;2004;1233;GARANTIA DE RENDA MINIMA
41567;2010;4451;APOIO A REGULARIZACAO FUNDIARIA DE AREAS OCUPADAS POR COMUNIDADES INDIGENAS E QUILOMBOLAS
41568;2012;4255;LEGITIMACAO DE POSSE EM AREAS RURAIS
41569;2007;4093;MEDIACAO DE CONFLITOS AGRARIOS
41570;2004;4790;OBTENCAO DE NOVAS AREAS PARA REFORMA AGRARIA
41571;2000;1612;IMPLANTACAO DO PROGRAMA ESTADUAL DE REFORMA AGRARIA
41572;2001;1053;EXTINCAO DE OBRIGACOES CREDITICIAS
41573;2001;1054;APOIO FINANCEIRO AO PROG.DE INDUCAO A MODERNIZACAO INDUSTRIAL - PROIM
41574;2001;1056;PROG.DE APOIO FIN.A MOD.E REESTR.DEESC.CONTAB.-FUNDESE/GERA CONTABIL
41575;2001;4827;DESENVOLVIMENTO MINERAL DO         ESTADO DE MINAS
41576;2000;4830;MEMORIA DO SETOR MINERAL
41577;2001;8828;MAPEAMENTO GEOLOGICO DO ESTADO DE  MINAS GERAIS
41578;2009;4635;CONSOLIDACAO E OPERACIONALIZACAO DAS ACOES DO CONSELHO ESTADUAL DE COOPERATIVISMO
41579;2008;4220;REGISTRO PUBLICO DE EMPRESAS MERCANTIS E ATIVIDADES AFINS
41580;2012;1105;PLATAFORMA MULTIMODAL DE TRANSPORTES DA RMBH
41581;2011;4158;OPERACIONALIZACAO DO FORUM PERMANENTE MINEIRO DE MICRO E PEQUENAS EMPRESAS
41582;2009;4095;CONSOLIDACAO DO FORUM PERMANENTE MINEIRO DE MICRO E PEQUENAS EMPRESAS E OPERACIONALIZACAO DE SUAS AC
41583;2008;4459;PROMOCAO E PARTICIPACAO EM ESTUDOS E AVALIACAO DO SISTEMA LOGISTICO DE MINAS GERAIS
41584;2009;4499;PROMOCAO E PARTICIPACAO EM FEIRAS, EXPOSICOES E OUTROS EVENTOS
41585;2007;4207;FACILITA MINAS
41586;2005;1367;IMPLEMENTACAO DE ESTRATEGIAS DE COMUNICACAO COM O PUBLICO-ALVO E A SOCIEDADE
41587;2006;4184;ROTAS E ESPACOS PARA O ARTESANATO
41588;2007;4138;VENDA AVULSA DE CADERNOS DO JORNAL MINAS GERAIS
41589;2010;4170;MANUTECAO NOS SISTEMAS DE TRANSMISSAO E RETRANSMISSAO DE TV IMPLANTADOS
41590;2012;4170;MANUTECAO NOS SISTEMAS DE TRANSMISSAO E RETRANSMISSAO DE TV IMPLANTADOS
41591;2009;4050;PLANEJAMENTO  E EXECUCAO DO SISTEMA DE TELEFONIA RURAL
41592;2008;1189;UNIVERSALIZACAO DO ACESSO A SERVICOS DE TELECOMUNICACOES NO ESTADO DE MINAS GERAIS
41593;2004;4525;MANUTENCAO NOS POSTOS TELEFONICOS RURAIS INSTALADOS.
41594;2003;4238;JORNALISMO, PRODUCAO ARTISTICA E ESPORTES
41595;2002;4906;OPERACAO, MANUTENCAO E ADEQUACAO DO SISTEMA DE RADIODIFUSAO
41596;2001;4454;PLANEJAMENTO,CONSULT. TECN.,EXEC.E  SUPERV.DO SISTEMA DE RADIODIFUSAO
41597;2000;2233;MANUTENCAO E ADEQUACAO DO SISTEMA  DE RADIODIFUSAO
41598;2000;4238;JORNALISMO, PRODUCAO ARTISTICA E   ESPORTES
41599;2000;4501;APOIO TECNICO A REDE DE            TELECOMUNICACOES
41600;2002;4825;ENERGIA SUSTENTAVEL
41601;2007;1048;ELABORACAO DO PLANEJAMENTO ESTRATEGICO DA SILVICULTURA.
41602;2009;1360;UNIVERSALIZACAO DO ATENDIMENTO RURAL DE ENERGIA ELETRICA EM MUNICIPIOS NAO ATENDIDOS PELA CEMIG
41603;2010;1360;UNIVERSALIZACAO DO ATENDIMENTO RURAL DE ENERGIA ELETRICA EM MUNICIPIOS NAO ATENDIDOS PELA CEMIG
41604;2009;7758;PROGRAMACAO A CARGO DA COMPANHIA ENEGETICA DE MINAS GERAIS - CEMIG
41605;2001;7184;PROGRAMACAO A CARGO DA COMPANHIA   ENERGETICA DE MINAS GERAIS-CEMIG
41606;2000;3502;USINA DE IRAPE
41607;2001;3503;REFORMA E MELHORIA DE USINA
41608;2001;3720;USINA DE PAI JOAQUIM
41609;2000;3812;USINA DE QUEIMADOS
41610;2000;3505;EXPANSAO DO SISTEMA DE             SUBTRANSMISSAO
41611;2000;3826;MINERACAO SOCIAL E GARIMPO
41612;2000;4824;MINERACAO SUSTENTAVEL
41613;2001;1503;CONST., AMPLIACAO E REPAROS DE     OBRAS DE ARTES ESPECIAIS
41614;2006;1207;CONSTRUCAO, AMPLIACAO OU REFORMA DE ESTRADAS TURISTICAS E ECOLOGICAS
41615;2004;1305;INFRA-ESTRUTURA VIARIA PARA O DESENVOLVIMENTO DO SETOR DE ALUMINIO
41616;2007;1246;CONTRATACAO DE VERIFICADOR INDEPENDENTE PARA AVALIACAO DE DESEMPENHO DA CONCESSIONARIA CONTRATADA NA
41617;2012;4218;FISCALIZACAO E CONTROLE DE VELOCIDADE
41618;2011;4415;OBRAS DE MELHORAMENTO E PAVIMENTACAO DE RODOVIAS FEDERAIS E ESTADUAIS EM PARCERIAS
41619;2008;4585;FISCALIZACAO E CONTROLE DO TRANSPORTE DE PASSAGEIROS
41620;2005;1837;REFORCO DA INFRA-ESTRUTURA RODOVIARIA DOS MUNICIPIOS DO PROJETO JAIBA
41621;2006;1101;ANEL DE CONTORNO DO AEROPORTO INTERNACIONAL TANCREDO NEVES
41622;2006;1103;LINHA VERDE
41623;2006;1128;MELHORIA DE LIGACOES E ACESSOS EM RODOVIAS DO VALE DO RIO DOCE
41624;2006;1325;RECUPERACAO FUNCIONAL DE RODOVIAS
41625;2003;1001;DUPLICACAO DA BR-381 - SEGMENTO BH/DIVISA MG-SP
41626;2008;7759;PROGRAMACAO A CARGO DA TRANSPORTES METROPOLITANOS DE BELO HORIZONTE S.A.
41627;2009;7759;PROGRAMACAO A CARGO DA TRANSPORTES METROPOLITANOS DE BELO HORIZONTE S.A.
41628;2003;7660;PROGRAMACAO A CARGO DO TREM METROPOLITANO DE BELO HORIZONTE
41629;2008;1012;IMPLANTACAO DE PORTOS HIDROVIARIOS NO TRIANGULO E ALTO-PARANAIBA
41630;2001;1143;CONSERVACAO DA REDE RODOVIARIA
41631;2009;4383;MODERNIZACAO E CONSERVACAO DAS INSTALACOES DO ESTADIO MINEIRINHO
41632;2009;4408;PROMOCOES E EVENTOS
41633;2003;7661;CAPTACAO DE RECURSOS PARA FORMACAO DO PASEP
41634;2001;9999;RESERVA DE CONTINGENCIA
41635;2004;9999;RESERVA DE CONTINGENCIA
41636;2007;9999;RESERVA DE CONTINGENCIA
41637;2008;9999;RESERVA DE CONTINGENCIA
41638;2011;9999;RESERVA DE CONTINGENCIA
41639;2005;1857;DEFINICAO DE POLITICAS DE SUPRIMENTOS PARA O ESTADO
41640;2007;1857;DEFINICAO DE POLITICAS DE SUPRIMENTOS PARA O ESTADO
41641;2004;1905;IMPLEMENTACAO DO SISTEMA INTEGRADO DE ADMINISTRACAO DE MATERIAIS E SERVICOS - SIAD
41642;2006;2908;MANUTENCAO DO SIAD
41643;2004;2968;MANUTENCAO DO SISAP
41644;2005;2219;MANUTENCAO DO SISTEMA INTEGRADO DE PROTOCOLO - SIPRO
41645;2007;1213;EMPRESTIMOS EXTERNOS PARA O ESTADO
41646;2006;2015;RECURSOS PARA CONTRAPARTIDA A CONVENIOS
41647;2010;2053;PUBLICACAO DE ATOS E MATERIAS NO ORGAO OFICIAL DO ESTADO-ASSEMBLEIA LEGISLATIVA
41648;2009;2130;ASSESSORIA DE COMUNICACAO SOCIAL
41649;2009;2132;RECURSOS PARA CONTRAPARTIDA A OPERACOES DE CREDITO
41650;2010;2135;APOIO A MODERNIZACAO INSITUCIONAL
41651;2009;4070;ASSESSORIA DO CERIMONIAL
41652;2008;4071;ASSISTENCIA A ACAO DA VICE GOVERNADORIA
41653;2009;4071;ASSISTENCIA A ACAO DA VICE GOVERNADORIA
41654;2011;2014;COORDENACAO CENTRAL DOS REPASSES VOLUNTARIOS DE RECURSOS PRATICADOS PELO GOVERNO DE MINAS GERAIS
41655;2009;1118;CONSTRUCAO, AMPLIACAO E REFORMA DE PREDIOS PUBLICOS
41656;2012;4452;GESTAO DE ATOS E PROCEDIMENTOS DE GOVERNANCA E ACOMPANHAMENTO DA TRAMITACAO LEGISLATIVA
41657;2012;4457;ASSESSORAMENTO TECNICO-LEGISLATIVO AO GOVERNADOR
41658;2008;2044;REPRESENTACAO E DEFESA DOS INTERESSES DO ESTADO DE MINAS GERAIS EM SAO PAULO
41659;2011;4498;CONSULTORIA DE OBRAS E SERVICOS
41660;2011;4651;MODERNIZACAO E MANUTENCAO DO SISTEMA DE ADMINISTRACAO DE PESSOAL
41661;2003;7169;INDENIZACOES ADMINISTRATIVAS E SENTENCAS JUDICIARIAS
41662;2004;7700;PROGRAMACAO A CARGO DA MINAS GERAIS PARTICIPACOES S/A - MGI
41663;2006;7700;PROGRAMACAO A CARGO DA MINAS GERAIS PARTICIPACOES S/A - MGI
41664;2008;2092;MELHORES PRATICAS DE QUALIDADE E PRODUTIVIDADE DO GASTO
41665;2009;1361;IMPLANTACAO DO PLANO DE INCENTIVOS PARA A ATRACAO DE INVESTIMENTOS NA REGIAO
41666;2006;1122;SIAFI - CIDADAO
41667;2007;4903;MANUTENCAO DA PENITENCIARIA JOSE MARIA ALKIMIN
41668;2005;1830;MODERNIZACAO DO ATENDIMENTO AO ADOLESCENTE INFRATOR
41669;2006;4198;MONITORAMENTO E ACOMPANHAMENTO DE PENAS E MEDIDAS ALTERNATIVAS.
41670;2007;4376;ESTRUTURACAO FISICA DE CENTROS SOCIO-EDUCATIVOS
41671;2007;1176;CONSTRUCAO DE UNIDADES PRISIONAIS - SEDS
41672;2007;1183;IMPLEMENTACAO DA PARCERIA PUBLICO PRIVADA NO SISTEMA PENITENCIARIO
41673;2012;2065;ADEQUACAO E MANUTENCAO PREVENTIVA E CORRETIVA DAS UNIDADES FISICAS DO SISTEMA DE DEFESA SOCIAL
41674;2009;2065;VISTORIAS PARA A MANUTENCAO E IMPLANTACAO DE UNIDADES FISICAS
41675;2000;4760;PRESERV. DA ORDEM PUBLICA E EXERC.  DA POLICIA JUDICIARIA NO ESTADO
41676;1995;2077;TRANSFERENCIAS A MUNICIPIOS
41677;1999;1371;PROGRAMA PRO-COMUNIDADE
41678;1995;1083;PLANO DE ACAO GOVERNAMENTAL DO     NORDESTE - PAG/NORDESTE
41679;1999;1083;PROG.DE FORTALECIMENTO A           INFRAEST.HIDRICA DO NE-PROHIDRO
41680;1997;1121;PROJETO NORDESTE-PROG.DE APOIO AO  PEQUENO PROD.RURAL DA RMNE-PAPP
41681;1997;1344;PROG.DE ASSIST.TECNICA E PEDAGOGICA AS ESCOLAS RURAIS - PATEP
41682;1995;1357;PROG.DE DESENVOLVIMENTO INTEGRADO  DO VALE DO JEQUITINHONHA-PRODEVALE
41683;1996;1361;PROG. DE APOIO AO DESENVOLVIMENTO  MUNICIPAL - PADEM
41684;1998;1361;PROG. DE APOIO AO DESENVOLVIMENTO  MUNICIPAL - PADEM
41685;1999;1368;PROG. DE DESENVOLVIMENTO REGIONAL  JAIBA/MORRO SOLTO - JAIBA II
41686;1997;1369;PROJ. DE DESENVOLVIMENTO INTEGRADO DO JAIBA - JAIBA I
41687;1995;1377;PROG.DE PROMOCAO DO DESENVOLVIMENTODOS VALES POBRES - PROMOVALE
41688;2010;4294;REDE DE ARTICULACAO INTERNACIONAL
41689;2011;4294;REDE DE ARTICULACAO INTERNACIONAL
41690;2006;4050;REDE DE ARTICULACAO INTERNACIONAL DO ESTADO DE MINAS GERAIS
41691;2001;2023;MANUTENCAO E AMPLIACAO DE UNIDADES REGIONAIS
41692;1999;2053;PRECATORIOS JUDICIARIOS
41693;1996;2123;FIXACAO E APROVACAO DA POLITICA DE EDUCACAO
41694;1998;2142;OPERACIONALIZACAO DAS ACOES DO     CONSELHO ESTADUAL DE EDUCACAO
41695;1996;2018;MANUTENCAO DAS SUPERINTENDENCIAS   REGIONAIS DE ENSINO
41696;1997;4313;MANUTENCAO E CONSERVACAO DE        ESTADIOS
41697;1995;1116;REFORMA E RECUPERACAO DO ESTADIO   GOVERNADOR MAGALHAES PINTO
41698;2011;2050;APOIO A REGULARIZACAO AMBIENTAL - ESCRITORIOS REGIONAIS
41699;2012;2050;APOIO AOS ESCRITORIOS REGIONAIS
41700;2006;1322;ZONEAMENTO ECOLOGICO-ECONOMICO DO ESTADO DE MINAS GERAIS
41701;2010;4007;PREVENCAO E COMBATE A INCENDIOS FLORESTAIS
41702;2010;1066;MANUTENCAO DO CENTRO MINEIRO DE REFERENCIA EM RESIDUOS E ALCANCE DE AUTO-SUSTENTABILIDADE.
41703;2010;1068;APOIO A IMPLANTACAO DE SISTEMAS DE DISPOSICAO FINAL ADEQUADA - MINAS SEM LIXOES
41704;2011;1072;IMPLANTACAO DA COLETA SELETIVA, REAPROVEITAMENTO E RECICLAGEM
41705;2010;4056;EDUCACAO E EXTENSAO AMBIENTAL
41706;2008;4062;APOIO A PROJETOS DE GESTAO AMBIENTAL
41707;2009;4156;GESTAO DA PESCA E AQUICULTURA
41708;2012;1074;READEQUACAO DE ESTRADAS VICINAIS COM ENFOQUE AMBIENTAL
41709;2011;4184;CONSTRUCAO DE BACIAS DE CAPTACAO E TERRACEAMENTO
41710;2006;4157;MINAS SEM LIXOES
41711;2004;4169;REVISAO DA LEGISLACAO AMBIENTAL
41712;2004;1623;FOMENTO A PARCERIAS
41713;2004;1338;EDUCACAO AMBIENTAL
41714;2007;1338;EDUCACAO AMBIENTAL
41715;2006;1577;AMPLIACAO DA BASE FLORESTAL NA BACIA HIDROGRAFICA DO RIO SAO FRANCISCO
41716;2011;4159;FISCALIZACAO  AMBIENTAL - FEAM
41717;2005;1984;CRIACAO DO CENTRO DE REFERENCIA DO SETOR DE BASE FLORESTAL
41718;2005;4257;MONITORAMENTO DA COBERTURA VEGETAL, FAUNA SILVESTRE E AQUATICA.
41719;2004;4264;GESTAO DA PESCA E DA AQUICULTURA
